Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
Bailey Falter,KCR,4,4,2,4.53,53,5,0,4,,74,77,40,37,11,23,1,2,58,7.07,2.79,2.53,1.34,0.18,0.263,1.35,0.30,0.71,0.37,,4.51,0.23,0.21,750.5599975585938,269.10,3.6364864864864868,284.00,3.8378378378378377,7.40,6.23,5.50,4.94,4.47,4.05,3.65,3.22,2.71,5.49,5.25,5.07,4.94,4.81,4.68,4.56,4.41,4.22,Bailey Falter,20070.00,663559.00
Tyler Rogers,TOR,4,4,0,4.06,74,0,2,18,,74,81,37,33,8,17,2,3,51,6.20,2.07,2.99,1.02,0.16,0.272,1.32,0.30,0.71,0.51,,4.05,0.22,0.04,710.8099975585938,362.60,4.90,390.00,5.27,6.32,5.51,4.99,4.58,4.23,3.91,3.59,3.25,2.83,5.16,4.89,4.70,4.55,4.41,4.28,4.14,3.98,3.77,Tyler Rogers,15541.00,643511.00
Drew Thorpe,CHW,4,5,5,4.79,13,13,0,0,,73,76,42,39,12,27,0,2,56,6.89,3.31,2.08,1.47,0.18,0.263,1.41,0.29,0.71,0.41,,4.93,0.47,0.34,999.00,220.00000000000003,3.013698630136987,234.00,3.2054794520547945,7.17,6.30,5.74,5.30,4.92,4.56,4.21,3.84,3.37,5.98,5.66,5.44,5.26,5.09,4.93,4.77,4.59,4.34,Drew Thorpe,31967.00,689672.00
Abner Uribe,MIL,4,3,0,3.15,72,0,24,4,,72,57,28,25,6,33,2,3,87,10.85,4.10,2.65,0.76,0.29,0.216,1.25,0.30,0.76,0.49,,3.32,0.87,1.00,130.00,512.8000000000002,7.1222222222222245,484.00,6.722222222222222,5.18,4.41,3.93,3.56,3.25,2.96,2.68,2.39,2.04,4.16,3.89,3.71,3.56,3.43,3.30,3.17,3.03,2.83,Abner Uribe,25327.00,682842.00
Tyler Holton,DET,4,3,0,3.73,72,0,1,14,,72,71,33,30,8,20,2,2,62,7.79,2.47,3.16,1.03,0.21,0.251,1.26,0.30,0.73,0.45,,3.82,0.43,0.40,730.25,368.80000000000007,5.122222222222224,375.00,5.208333333333333,5.89,5.09,4.58,4.18,3.84,3.53,3.23,2.90,2.51,4.74,4.48,4.31,4.16,4.03,3.90,3.77,3.62,3.42,Tyler Holton,26231.00,663947.00
Mike Vasil,CHW,3,4,0,4.33,72,0,3,16,,72,72,37,35,9,28,2,4,59,7.40,3.44,2.15,1.16,0.19,0.256,1.38,0.29,0.72,0.45,,4.48,0.05,0.05,738.9400024414062,335.90000000000015,4.67,344.00,4.777777777777778,6.60,5.77,5.24,4.82,4.46,4.13,3.80,3.45,3.02,5.37,5.11,4.93,4.78,4.65,4.52,4.38,4.23,4.02,Mike Vasil,30105.00,678024.00
Carmen Mlodzinski,PIT,4,4,3,4.07,38,8,0,1,,72,71,35,32,8,26,1,3,63,7.85,3.25,2.41,0.99,0.20,0.255,1.35,0.30,0.72,0.46,,4.02,0.72,0.79,583.75,292.80000000000007,4.066666666666667,299.00,4.152777777777778,6.94,5.76,5.04,4.50,4.04,3.63,3.24,2.84,2.36,5.12,4.86,4.68,4.52,4.38,4.26,4.12,3.96,3.76,Carmen Mlodzinski,27572.00,669387.00
Spencer Turnbull,,4,5,5,4.78,13,13,0,0,,72,75,41,38,10,29,0,4,54,6.76,3.65,1.85,1.25,0.17,0.266,1.46,0.30,0.70,0.45,,4.81,0.49,0.38,999.00,223.80000000000007,3.1083333333333343,239.00,3.3194444444444446,7.19,6.32,5.75,5.31,4.93,4.58,4.23,3.85,3.38,5.97,5.66,5.45,5.27,5.11,4.96,4.80,4.62,4.38,Spencer Turnbull,16207.00,605513.00
Jose A. Ferrer,SEA,4,3,0,3.10,70,0,3,16,,70,63,27,24,6,21,2,3,68,8.70,2.72,3.20,0.76,0.23,0.236,1.20,0.30,0.75,0.53,,3.36,0.58,0.70,626.1300048828125,423.40000000000003,6.048571428571429,415.00,5.928571428571429,5.17,4.40,3.91,3.54,3.22,2.94,2.66,2.36,2.01,4.12,3.86,3.69,3.54,3.41,3.29,3.16,3.02,2.83,Jose A. Ferrer,24017.00,678606.00
Garrett Whitlock,BOS,4,3,0,3.46,70,0,3,14,,70,62,29,27,8,21,2,3,77,9.95,2.64,3.77,0.97,0.27,0.234,1.19,0.30,0.74,0.43,,3.32,0.81,0.86,429.50,411.40000000000003,5.877142857142857,399.00,5.70,5.55,4.75,4.25,3.86,3.53,3.23,2.94,2.63,2.25,4.43,4.18,4.00,3.85,3.72,3.60,3.47,3.32,3.13,Garrett Whitlock,20191.00,676477.00
Jhoan Duran,PHI,4,3,0,2.78,70,0,29,3,,70,56,24,22,5,23,2,3,84,10.78,2.95,3.66,0.67,0.29,0.218,1.13,0.30,0.76,0.55,,2.82,1.24,1.38,34.689998626708984,557.90,7.97,532.00,7.60,4.73,3.99,3.54,3.19,2.89,2.62,2.36,2.09,1.77,3.72,3.49,3.33,3.20,3.08,2.97,2.85,2.72,2.55,Jhoan Duran,21029.00,661395.00
Cade Smith,CLE,4,3,0,2.97,70,0,30,3,,70,55,25,23,7,22,2,3,88,11.31,2.84,3.98,0.87,0.31,0.211,1.10,0.29,0.77,0.41,,2.96,1.06,1.10,34.75,551.90,7.884285714285714,522.00,7.457142857142857,4.90,4.15,3.68,3.33,3.02,2.75,2.48,2.20,1.86,3.88,3.63,3.47,3.33,3.21,3.09,2.97,2.84,2.66,Cade Smith,27867.00,671922.00
Jeremiah Estrada,SDP,4,3,0,3.21,70,0,1,18,,70,53,27,25,8,29,2,2,92,11.87,3.67,3.24,1.02,0.32,0.203,1.16,0.28,0.77,0.36,,3.30,1.02,0.92,363.6300048828125,449.80,6.425714285714286,414.00,5.914285714285715,5.18,4.41,3.93,3.55,3.24,2.95,2.67,2.38,2.02,4.12,3.87,3.70,3.56,3.43,3.31,3.18,3.04,2.85,Jeremiah Estrada,22210.00,669093.00
Edwin Uceta,TBR,3,3,0,3.86,70,0,12,12,,70,60,32,30,10,25,2,4,79,10.15,3.28,3.10,1.25,0.27,0.228,1.23,0.29,0.74,0.36,,3.93,0.43,0.43,261.75,418.00,5.9714285714285715,399.00,5.70,6.00,5.18,4.65,4.25,3.90,3.58,3.27,2.94,2.53,4.85,4.58,4.39,4.23,4.09,3.95,3.81,3.66,3.45,Edwin Uceta,20539.00,670955.00
Tony Santillan,CIN,3,4,0,4.33,70,0,4,14,,70,64,36,34,10,31,2,4,73,9.45,4.00,2.36,1.33,0.24,0.239,1.37,0.29,0.74,0.38,,4.44,0.21,0.26,496.69000244140625,345.60,4.937142857142858,337.00,4.814285714285714,6.59,5.74,5.19,4.77,4.40,4.06,3.73,3.37,2.94,5.39,5.10,4.90,4.74,4.59,4.45,4.30,4.13,3.91,Tony Santillan,19926.00,663574.00
Spencer Bivens,SFG,3,4,0,4.13,70,0,1,14,,70,73,35,32,8,22,2,3,53,6.85,2.86,2.40,1.03,0.18,0.263,1.36,0.30,0.72,0.49,,4.19,-0.04,0.02,999.00,321.80,4.597142857142857,338.00,4.828571428571428,6.43,5.59,5.05,4.64,4.28,3.94,3.62,3.27,2.84,5.22,4.95,4.76,4.61,4.47,4.33,4.19,4.03,3.82,Spencer Bivens,30226.00,702352.00
Payton Tolle,BOS,4,4,4,3.99,32,8,0,1,,69,64,33,31,9,24,1,3,70,9.11,3.11,2.93,1.22,0.24,0.242,1.27,0.29,0.74,0.39,,4.02,0.79,0.84,345.05999755859375,296.50,4.297101449275362,291.00,4.217391304347826,6.82,5.62,4.89,4.34,3.89,3.49,3.11,2.71,2.24,5.10,4.79,4.58,4.40,4.24,4.10,3.94,3.77,3.54,Payton Tolle,35466.00,801139.00
Ryan Bergert,KCR,4,4,3,4.65,32,8,0,1,,68,69,38,35,10,27,1,3,57,7.49,3.53,2.12,1.28,0.19,0.258,1.41,0.30,0.71,0.38,,4.61,0.26,0.26,602.0599975585938,228.80000000000004,3.3647058823529417,238.00,3.50,7.64,6.40,5.64,5.07,4.58,4.14,3.72,3.29,2.76,5.69,5.42,5.24,5.08,4.94,4.80,4.65,4.49,4.27,Ryan Bergert,29863.00,686701.00
Bryan Abreu,HOU,4,3,0,3.24,68,0,3,14,,68,52,27,24,7,28,1,3,88,11.68,3.67,3.19,0.93,0.31,0.208,1.17,0.29,0.76,0.40,,3.25,0.95,0.83,259.55999755859375,435.90000000000003,6.41,403.00,5.926470588235294,5.25,4.47,3.98,3.60,3.28,2.99,2.71,2.41,2.05,4.15,3.90,3.74,3.60,3.48,3.36,3.24,3.10,2.92,Bryan Abreu,16609.00,650556.00
Dennis Santana,PIT,3,3,0,4.03,68,0,26,5,,68,65,33,30,8,25,2,3,64,8.42,3.28,2.57,1.05,0.22,0.247,1.32,0.30,0.73,0.40,,4.00,0.29,0.37,143.69000244140625,429.80000000000007,6.320588235294118,430.00,6.323529411764706,6.27,5.42,4.88,4.46,4.10,3.77,3.45,3.11,2.69,5.06,4.78,4.60,4.44,4.30,4.16,4.02,3.86,3.65,Dennis Santana,17878.00,642701.00
Will Vest,DET,4,3,0,3.27,68,0,5,12,,68,61,27,25,6,21,2,2,69,9.18,2.81,3.27,0.80,0.25,0.236,1.21,0.30,0.75,0.48,,3.30,0.77,0.81,335.55999755859375,412.80000000000007,6.070588235294118,404.00,5.9411764705882355,5.37,4.58,4.08,3.70,3.37,3.08,2.79,2.49,2.12,4.25,4.00,3.83,3.69,3.57,3.45,3.32,3.18,3.00,Will Vest,19769.00,676684.00
Cole Sands,MIN,3,3,0,3.94,68,0,5,15,,68,64,32,30,8,21,2,3,67,8.92,2.83,3.15,1.10,0.23,0.244,1.26,0.30,0.72,0.40,,3.82,0.45,0.34,561.00,385.4000000000001,5.667647058823531,383.00,5.632352941176471,6.15,5.31,4.77,4.36,4.00,3.68,3.36,3.02,2.61,4.95,4.68,4.49,4.34,4.20,4.06,3.92,3.77,3.56,Cole Sands,21461.00,663485.00
Brad Keller,PHI,3,3,0,3.98,68,0,2,16,,68,66,33,30,8,26,2,3,61,8.06,3.38,2.39,1.04,0.21,0.252,1.35,0.30,0.73,0.49,,4.10,0.30,0.36,466.3800048828125,342.20000000000005,5.032352941176471,345.00,5.073529411764706,6.25,5.41,4.88,4.46,4.11,3.78,3.46,3.12,2.70,5.00,4.75,4.58,4.43,4.30,4.18,4.05,3.90,3.70,Brad Keller,15734.00,641745.00
Tyler Phillips,MIA,3,3,0,4.12,68,0,3,16,,68,71,34,31,8,21,2,2,51,6.71,2.82,2.38,1.01,0.17,0.267,1.36,0.30,0.72,0.50,,4.15,0.12,0.24,727.3800048828125,332.20000000000005,4.885294117647059,348.00,5.117647058823529,6.44,5.60,5.05,4.63,4.27,3.94,3.61,3.26,2.83,5.19,4.93,4.75,4.60,4.47,4.34,4.20,4.05,3.85,Tyler Phillips,20629.00,663969.00
Adrian Morejon,SDP,4,3,0,3.35,68,0,3,14,,68,60,28,25,7,23,2,2,70,9.26,3.00,3.09,0.92,0.25,0.233,1.21,0.29,0.75,0.45,,3.49,0.67,0.71,447.94000244140625,397.10,5.839705882352941,385.00,5.661764705882353,5.45,4.65,4.15,3.76,3.43,3.13,2.84,2.53,2.16,4.34,4.08,3.90,3.76,3.63,3.50,3.37,3.23,3.04,Adrian Morejon,20039.00,670970.00
Shawn Armstrong,CLE,3,3,0,3.89,68,0,3,17,,68,63,32,29,9,22,1,3,68,8.99,2.90,3.10,1.14,0.24,0.240,1.25,0.29,0.73,0.39,,3.89,0.31,0.25,588.50,372.70,5.480882352941176,367.00,5.397058823529412,6.09,5.25,4.72,4.31,3.96,3.63,3.32,2.98,2.57,4.89,4.62,4.44,4.29,4.15,4.02,3.88,3.73,3.53,Shawn Armstrong,12857.00,542888.00
Eduard Bazardo,SEA,3,3,0,3.70,68,0,1,14,,68,60,30,28,9,23,2,3,70,9.25,3.06,3.02,1.13,0.24,0.232,1.23,0.29,0.74,0.40,,3.84,0.29,0.25,743.8099975585938,359.50,5.286764705882353,346.00,5.088235294117647,5.87,5.04,4.52,4.11,3.77,3.45,3.14,2.82,2.42,4.70,4.44,4.25,4.10,3.97,3.83,3.70,3.54,3.34,Eduard Bazardo,20997.00,660825.00
Cooper Criswell,NYM,4,4,1,3.98,53,3,0,5,,68,69,33,30,8,20,1,4,55,7.24,2.64,2.74,1.06,0.19,0.258,1.31,0.30,0.72,0.48,,4.10,0.27,0.32,999.00,283.4000000000001,4.167647058823531,294.00,4.323529411764706,6.84,5.66,4.94,4.40,3.95,3.55,3.16,2.77,2.30,5.02,4.76,4.59,4.44,4.31,4.18,4.05,3.90,3.70,Cooper Criswell,24975.00,681867.00
Paul Blackburn,NYY,4,4,1,4.04,53,3,0,5,,68,68,33,30,10,18,2,3,59,7.78,2.40,3.24,1.26,0.20,0.255,1.27,0.29,0.73,0.44,,4.15,0.50,0.28,999.00,278.40000000000003,4.094117647058824,285.00,4.1911764705882355,6.90,5.70,4.98,4.44,3.99,3.58,3.19,2.80,2.33,5.04,4.79,4.62,4.47,4.35,4.22,4.10,3.94,3.75,Paul Blackburn,14739.00,621112.00
Griffin Jax,TBR,4,3,0,3.13,67,0,12,10,,67,56,25,23,7,20,2,2,82,11.04,2.72,4.06,0.94,0.30,0.221,1.13,0.30,0.76,0.45,,3.06,1.01,1.00,189.55999755859375,462.0999999999999,6.897014925373133,442.00,6.597014925373134,5.15,4.37,3.88,3.50,3.19,2.90,2.62,2.33,1.97,4.05,3.81,3.64,3.51,3.38,3.27,3.14,3.01,2.83,Griffin Jax,20253.00,643377.00
Luke Weaver,NYM,3,3,0,3.72,67,0,4,14,,67,60,30,28,9,21,3,3,71,9.56,2.84,3.36,1.24,0.25,0.232,1.21,0.29,0.75,0.35,,3.86,0.33,0.43,451.30999755859375,375.0999999999999,5.598507462686566,364.00,5.432835820895522,5.85,5.02,4.50,4.10,3.75,3.44,3.13,2.81,2.41,4.64,4.39,4.22,4.08,3.95,3.83,3.70,3.56,3.37,Luke Weaver,16918.00,596133.00
Daniel Palencia,CHC,3,3,0,3.62,67,0,30,4,,67,57,29,27,8,27,2,3,75,10.06,3.69,2.73,1.02,0.27,0.225,1.26,0.29,0.75,0.41,,3.74,0.48,0.61,134.3800048828125,475.20,7.092537313432835,457.00,6.82,5.78,4.95,4.42,4.02,3.68,3.36,3.06,2.73,2.34,4.63,4.36,4.17,4.01,3.88,3.74,3.60,3.45,3.24,Daniel Palencia,27914.00,694037.00
Robert Suarez,ATL,4,3,0,3.51,67,0,8,11,,67,59,28,26,8,21,2,2,73,9.83,2.85,3.45,1.02,0.26,0.234,1.20,0.30,0.75,0.42,,3.48,0.71,0.77,173.1300048828125,405.00,6.044776119402985,392.00,5.850746268656716,5.64,4.82,4.30,3.91,3.57,3.26,2.96,2.64,2.26,4.49,4.23,4.05,3.90,3.77,3.64,3.50,3.36,3.16,Robert Suarez,30115.00,663158.00
Andrew Kittredge,BAL,3,3,0,3.88,67,0,4,13,,67,65,31,29,8,19,2,2,67,8.93,2.62,3.41,1.13,0.24,0.248,1.25,0.30,0.73,0.44,,3.75,0.41,0.31,495.94000244140625,371.40,5.543283582089552,374.00,5.582089552238806,6.12,5.27,4.73,4.31,3.96,3.63,3.31,2.97,2.56,4.93,4.65,4.46,4.30,4.15,4.02,3.87,3.71,3.50,Andrew Kittredge,12828.00,552640.00
Louis Varland,TOR,4,3,0,3.45,67,0,2,13,,67,62,28,26,8,18,2,3,68,9.19,2.38,3.86,1.03,0.25,0.240,1.18,0.30,0.75,0.47,,3.48,0.72,0.61,552.1300048828125,371.20,5.540298507462686,366.00,5.462686567164179,5.56,4.76,4.25,3.87,3.53,3.23,2.93,2.62,2.24,4.37,4.14,3.98,3.85,3.73,3.62,3.50,3.36,3.19,Louis Varland,27691.00,686973.00
Bryan King,HOU,3,3,0,3.72,67,0,1,17,,67,62,30,28,8,21,2,3,67,8.96,2.89,3.11,1.10,0.24,0.241,1.24,0.29,0.74,0.43,,3.84,0.47,0.47,745.4400024414062,371.20,5.540298507462686,366.00,5.462686567164179,5.94,5.09,4.56,4.15,3.80,3.48,3.16,2.83,2.43,4.79,4.50,4.30,4.14,4.00,3.86,3.71,3.55,3.34,Bryan King,25890.00,687911.00
Kyle Hart,SDP,4,4,3,4.39,30,8,0,1,,67,68,35,33,10,24,1,3,54,7.36,3.19,2.30,1.30,0.19,0.258,1.37,0.29,0.72,0.42,,4.57,0.22,0.34,999.00,226.99999999999994,3.3880597014925367,236.00,3.5223880597014925,7.36,6.13,5.38,4.81,4.33,3.91,3.50,3.07,2.58,5.44,5.17,4.99,4.84,4.70,4.57,4.43,4.28,4.07,Kyle Hart,19646.00,606996.00
Connelly Early,BOS,4,4,5,3.71,22,10,0,1,,67,62,30,28,7,25,0,3,66,8.89,3.33,2.67,0.95,0.23,0.242,1.30,0.30,0.74,0.48,,3.79,1.12,1.15,218.75,300.49999999999994,4.4850746268656705,296.00,4.417910447761194,6.37,5.27,4.60,4.10,3.68,3.31,2.97,2.61,2.18,4.76,4.49,4.31,4.16,4.02,3.89,3.76,3.60,3.40,Connelly Early,33666.00,813349.00
Mason Miller,SDP,4,2,0,2.38,66,0,32,2,,66,41,19,17,6,25,2,2,104,14.24,3.45,4.13,0.75,0.40,0.173,1.00,0.28,0.80,0.37,,2.31,1.52,1.57,27.690000534057617,603.0000000000001,9.136363636363638,547.00,8.287878787878787,4.10,3.40,2.97,2.65,2.38,2.14,1.91,1.66,1.38,3.20,2.96,2.81,2.68,2.57,2.46,2.35,2.22,2.06,Mason Miller,31757.00,695243.00
Edwin Díaz,LAD,4,3,0,3.02,66,0,36,3,,66,48,24,22,7,24,1,3,91,12.36,3.27,3.78,0.89,0.34,0.199,1.09,0.29,0.76,0.42,,2.91,1.15,1.13,29.50,570.5000000000001,8.643939393939396,532.00,8.06,4.99,4.21,3.73,3.36,3.04,2.76,2.48,2.20,1.85,3.94,3.68,3.51,3.37,3.24,3.12,2.99,2.85,2.67,Edwin Diaz,14710.00,621242.00
Josh Hader,HOU,4,3,0,3.29,66,0,32,2,,66,49,26,24,8,25,1,3,90,12.30,3.46,3.56,1.15,0.33,0.200,1.12,0.28,0.77,0.31,,3.33,0.93,0.83,52.380001068115234,526.6000000000001,7.978787878787881,490.00,7.424242424242424,5.30,4.50,4.00,3.61,3.29,2.99,2.70,2.40,2.04,4.19,3.93,3.76,3.62,3.49,3.36,3.24,3.09,2.90,Josh Hader,14212.00,623352.00
Raisel Iglesias,ATL,4,3,0,3.71,66,0,26,5,,66,60,29,27,8,19,2,2,71,9.71,2.62,3.70,1.15,0.26,0.236,1.20,0.30,0.74,0.37,,3.62,0.50,0.61,70.62999725341797,463.0000000000001,7.0151515151515165,455.00,6.893939393939394,5.86,5.03,4.50,4.09,3.74,3.43,3.12,2.79,2.39,4.68,4.41,4.23,4.08,3.95,3.82,3.68,3.53,3.33,Raisel Iglesias,17130.00,628452.00
Emilio Pagán,CIN,3,3,0,4.17,66,0,27,4,,66,59,32,31,11,23,1,2,73,9.90,3.20,3.10,1.48,0.26,0.234,1.25,0.28,0.74,0.31,,4.24,0.40,0.44,99.00,421.70000000000016,6.389393939393941,409.00,6.196969696969697,6.40,5.53,4.98,4.56,4.19,3.85,3.52,3.17,2.74,5.16,4.88,4.69,4.53,4.39,4.25,4.11,3.94,3.73,Emilio Pagan,14771.00,641941.00
Garrett Cleavinger,TBR,3,3,0,3.43,66,0,8,13,,66,54,27,25,8,25,1,4,82,11.12,3.46,3.22,1.05,0.30,0.219,1.20,0.29,0.76,0.42,,3.50,0.69,0.74,480.00,418.60000000000014,6.3424242424242445,395.00,5.984848484848484,5.55,4.72,4.21,3.81,3.47,3.17,2.87,2.55,2.17,4.42,4.15,3.96,3.81,3.67,3.54,3.41,3.25,3.05,Garrett Cleavinger,17897.00,664076.00
Trevor Megill,MIL,3,3,0,3.41,66,0,7,11,,66,53,27,25,8,24,2,2,82,11.15,3.25,3.43,1.03,0.30,0.215,1.16,0.29,0.75,0.37,,3.33,0.78,0.78,119.87999725341797,417.2000000000001,6.321212121212123,391.00,5.924242424242424,5.49,4.67,4.16,3.77,3.43,3.13,2.83,2.52,2.15,4.36,4.10,3.92,3.77,3.63,3.51,3.37,3.22,3.03,Trevor Megill,17722.00,656730.00
Jordan Leasure,CHW,3,3,0,3.99,66,0,18,7,,66,57,31,29,9,30,2,2,73,9.93,4.12,2.41,1.25,0.26,0.228,1.32,0.28,0.75,0.36,,4.22,0.42,0.35,262.75,397.50000000000006,6.022727272727273,381.00,5.7727272727272725,6.23,5.37,4.82,4.39,4.03,3.70,3.37,3.03,2.61,5.04,4.74,4.54,4.38,4.23,4.09,3.94,3.78,3.56,Jordan Leasure,29950.00,673929.00
Matt Strahm,KCR,3,3,0,3.66,66,0,1,17,,66,57,29,27,8,21,2,3,72,9.83,2.82,3.49,1.13,0.26,0.228,1.18,0.29,0.74,0.31,,3.66,0.73,0.63,644.1300048828125,386.8000000000001,5.860606060606062,371.00,5.621212121212121,5.77,4.94,4.41,4.01,3.67,3.35,3.05,2.72,2.33,4.59,4.33,4.15,4.00,3.87,3.74,3.61,3.46,3.26,Matt Strahm,13799.00,621381.00
Caleb Thielbar,CHC,3,3,0,3.68,66,0,1,15,,66,58,29,27,8,24,2,2,69,9.47,3.23,2.93,1.15,0.25,0.230,1.23,0.29,0.75,0.38,,3.86,0.44,0.56,999.00,364.2000000000001,5.518181818181819,351.00,5.318181818181818,5.86,5.02,4.49,4.08,3.73,3.41,3.10,2.77,2.38,4.69,4.41,4.22,4.07,3.93,3.80,3.66,3.50,3.30,Caleb Thielbar,10078.00,573204.00
Hogan Harris,ATH,3,3,0,4.16,66,0,10,11,,66,61,33,31,9,29,2,3,64,8.66,3.95,2.19,1.16,0.22,0.244,1.37,0.29,0.73,0.39,,4.33,0.08,0.23,567.6300048828125,345.10000000000014,5.228787878787881,339.00,5.136363636363637,6.43,5.57,5.03,4.60,4.24,3.90,3.57,3.22,2.79,5.15,4.89,4.72,4.57,4.44,4.31,4.17,4.02,3.82,Hogan Harris,21520.00,663687.00
Hunter Gaddis,CLE,3,3,0,4.07,66,0,3,14,,66,62,32,30,9,21,2,3,64,8.66,2.88,3.01,1.27,0.23,0.243,1.26,0.29,0.73,0.36,,4.15,0.17,0.15,590.5599975585938,343.5000000000001,5.204545454545456,340.00,5.151515151515151,6.31,5.45,4.90,4.48,4.12,3.79,3.46,3.11,2.69,5.06,4.80,4.61,4.46,4.32,4.19,4.05,3.89,3.69,Hunter Gaddis,25636.00,683769.00
Juan Mejia,COL,3,3,0,4.63,66,0,3,14,,66,66,36,34,9,30,2,4,65,8.83,4.14,2.13,1.19,0.22,0.256,1.45,0.31,0.71,0.43,,4.46,0.19,0.34,733.50,305.10000000000014,4.622727272727275,312.00,4.7272727272727275,7.05,6.15,5.57,5.12,4.73,4.37,4.02,3.64,3.18,5.78,5.47,5.26,5.09,4.93,4.78,4.62,4.44,4.21,Juan Mejia,23237.00,675848.00
Tim Hill,NYY,3,3,0,4.06,66,0,0,15,,66,73,33,30,7,21,2,3,40,5.42,2.86,1.89,0.93,0.14,0.277,1.42,0.30,0.72,0.55,,4.35,-0.01,0.02,999.00,280.50000000000006,4.250000000000001,307.00,4.651515151515151,6.45,5.58,5.03,4.60,4.23,3.89,3.56,3.21,2.78,5.20,4.92,4.73,4.57,4.43,4.29,4.15,3.99,3.78,Tim Hill,16814.00,657612.00
Jakob Junis,,3,3,0,4.02,66,0,0,0,,66,65,32,29,9,17,1,3,59,8.03,2.38,3.38,1.19,0.21,0.252,1.25,0.30,0.72,0.41,,3.99,0.31,0.25,999.00,266.7000000000001,4.040909090909093,271.00,4.106060606060606,6.27,5.42,4.87,4.45,4.09,3.76,3.44,3.09,2.67,5.02,4.76,4.58,4.43,4.30,4.16,4.03,3.88,3.67,Jakob Junis,13619.00,596001.00
Keegan Akin,BAL,3,3,0,3.89,66,0,3,16,,66,61,31,29,9,24,2,2,68,9.31,3.33,2.79,1.23,0.24,0.240,1.29,0.29,0.75,0.38,,4.05,0.24,0.26,701.50,356.10,5.3954545454545455,350.00,5.303030303030303,6.11,5.26,4.72,4.30,3.95,3.62,3.30,2.96,2.55,4.89,4.62,4.44,4.28,4.15,4.01,3.88,3.72,3.52,Keegan Akin,19362.00,669211.00
Travis Adams,MIN,3,4,1,4.46,58,2,0,10,,65,68,35,32,9,22,1,3,52,7.13,2.98,2.39,1.22,0.18,0.263,1.38,0.30,0.71,0.43,,4.43,0.02,-0.03,999.00,262.50,4.038461538461538,277.00,4.2615384615384615,7.32,6.14,5.42,4.87,4.41,4.01,3.62,3.21,2.72,5.52,5.24,5.06,4.90,4.76,4.63,4.49,4.32,4.11,Travis Adams,30180.00,701519.00
Carlos Estévez,KCR,3,3,0,4.29,65,0,31,2,,65,62,33,31,9,24,2,3,61,8.41,3.36,2.50,1.24,0.22,0.246,1.33,0.29,0.72,0.33,,4.30,0.24,0.17,83.94000244140625,413.09999999999997,6.355384615384615,412.00,6.338461538461538,6.58,5.70,5.14,4.70,4.33,3.99,3.65,3.29,2.85,5.31,5.03,4.84,4.68,4.53,4.39,4.25,4.08,3.87,Carlos Estevez,14542.00,608032.00
Dylan Lee,ATL,4,3,0,3.59,65,0,1,16,,65,58,28,26,9,20,2,2,71,9.88,2.73,3.61,1.18,0.26,0.233,1.20,0.29,0.76,0.37,,3.64,0.52,0.66,716.50,364.49999999999994,5.607692307692306,353.00,5.430769230769231,5.73,4.90,4.37,3.96,3.62,3.30,3.00,2.68,2.28,4.56,4.29,4.11,3.96,3.82,3.69,3.56,3.41,3.21,Dylan Lee,19996.00,669276.00
David Bednar,NYY,4,3,0,3.30,65,0,33,2,,65,52,26,24,7,22,2,2,79,10.90,3.07,3.55,1.04,0.29,0.214,1.15,0.28,0.76,0.38,,3.35,0.79,0.70,41.880001068115234,518.70,7.98,493.00,7.584615384615384,5.36,4.56,4.05,3.66,3.33,3.03,2.74,2.44,2.07,4.22,3.97,3.80,3.66,3.54,3.41,3.29,3.14,2.96,David Bednar,19569.00,670280.00
Jared Koenig,MIL,3,3,0,3.48,65,0,1,16,,65,57,27,25,7,23,2,3,68,9.48,3.20,2.96,0.99,0.25,0.233,1.24,0.29,0.75,0.43,,3.67,0.52,0.73,741.8800048828125,373.70,5.749230769230769,361.00,5.553846153846154,5.64,4.81,4.29,3.89,3.55,3.24,2.93,2.62,2.23,4.46,4.20,4.03,3.88,3.75,3.62,3.49,3.35,3.15,Jared Koenig,27517.00,657649.00
Kody Funderburk,MIN,3,3,0,3.70,65,0,10,9,,65,61,29,27,6,27,2,4,62,8.63,3.69,2.34,0.84,0.22,0.246,1.35,0.31,0.74,0.50,,3.82,0.36,0.49,737.0599975585938,365.60,5.624615384615385,364.00,5.60,5.97,5.12,4.58,4.17,3.81,3.49,3.17,2.84,2.43,4.78,4.50,4.31,4.16,4.02,3.88,3.74,3.58,3.37,Kody Funderburk,24993.00,681892.00
Matt Svanson,STL,3,3,0,3.84,65,0,6,15,,65,62,30,28,7,25,2,3,59,8.14,3.43,2.37,0.92,0.21,0.248,1.34,0.30,0.73,0.48,,3.96,0.21,0.36,486.94000244140625,357.70,5.5030769230769225,358.00,5.507692307692308,6.14,5.28,4.73,4.31,3.95,3.62,3.30,2.95,2.54,4.93,4.65,4.45,4.30,4.15,4.01,3.87,3.71,3.50,Matt Svanson,29629.00,694335.00
